contest_id:403
contest_short_name:State Assembly, District 17
reporting_time: 2016-11-09 00:00:35
total_precincts:346
precincts_reporting:346
contest_hash:c4231621dbfc12402e8060a2c43e507421eaa2b9a7eb20f789794cf588ca0a57
---
district_id|subtotal_type|RSReg|RSCst|RSTot|RSRej|RSUnc|RSUnd|RSOvr|4812:DAVID CHIU|4813:ALEJANDRO FERNANDEZ
PCT7832|ED|824|224|224|0|0|36|0|16|172
PCT7832|MV|824|325|325|0|0|35|0|19|271
PCT7833|ED|785|231|231|0|0|41|0|12|178
PCT7833|MV|785|240|240|0|0|36|0|19|185
PCT7834|ED|901|296|296|0|0|60|0|26|210
PCT7834|MV|901|209|209|0|0|34|0|11|164
PCT7835|ED|863|227|227|0|0|35|0|36|156
PCT7835|MV|863|318|318|0|0|33|0|49|236
PCT7836|ED|990|270|270|0|0|32|0|31|207
PCT7836|MV|990|375|375|0|0|29|0|44|302
PCT7837|ED|934|285|285|0|0|33|0|22|230
PCT7837|MV|934|307|307|0|0|39|1|24|243
PCT7838|ED|933|228|228|0|0|29|0|24|175
PCT7838|MV|933|388|388|0|0|37|0|35|316
PCT7839|ED|869|218|218|0|0|32|0|14|172
PCT7839|MV|869|356|356|0|0|46|0|32|278
PCT7841|ED|947|282|282|0|0|49|0|17|216
PCT7841|MV|947|300|300|0|0|38|0|20|242
PCT7842|ED|960|328|328|0|0|39|0|36|253
PCT7842|MV|960|258|258|0|0|32|0|28|198
PCT7843|ED|802|238|238|0|0|41|0|19|178
PCT7843|MV|802|245|245|0|0|22|0|25|198
PCT7844|ED|682|223|223|0|0|45|0|22|156
PCT7844|MV|682|194|194|0|0|31|0|19|144
PCT7845|ED|869|270|270|0|0|40|0|25|205
PCT7845|MV|869|293|293|0|0|29|0|20|244
PCT7846|ED|925|256|256|0|0|43|0|27|186
PCT7846|MV|925|289|289|0|0|27|0|29|233
PCT7847|ED|960|257|257|0|0|41|0|25|191
PCT7847|MV|960|327|327|0|0|32|0|32|263
PCT7848|ED|905|280|280|0|0|40|0|21|219
PCT7848|MV|905|290|290|0|0|35|0|24|231
PCT7849|ED|967|292|292|0|0|41|0|20|231
PCT7849|MV|967|308|308|0|0|24|0|32|252
PCT7851|ED|528|163|163|0|0|35|0|16|112
PCT7851|MV|528|184|184|0|0|16|0|17|151
PCT7852|ED|644|156|156|0|0|17|0|19|120
PCT7852|MV|644|257|257|0|0|25|0|27|205
PCT7853|ED|896|217|217|0|0|40|0|24|153
PCT7853|MV|896|315|315|0|0|23|0|27|265
PCT7854|ED|933|260|260|0|0|51|0|23|186
PCT7854|MV|933|292|292|0|0|31|0|29|232
PCT7855|ED|968|306|306|0|0|53|0|22|231
PCT7855|MV|968|303|303|0|0|31|0|43|229
PCT7856|ED|849|263|263|0|0|35|0|15|213
PCT7856|MV|849|272|272|0|0|35|0|12|225
PCT7857|ED|963|292|292|0|0|57|0|23|212
PCT7857|MV|963|279|279|0|0|40|0|32|207
PCT7858|ED|791|253|253|0|0|53|0|23|177
PCT7858|MV|791|199|199|0|0|25|0|15|159
PCT7859|ED|915|249|249|0|0|37|0|22|190
PCT7859|MV|915|316|316|0|0|38|0|35|243
PCT7861|ED|881|246|246|0|0|32|0|25|189
PCT7861|MV|881|278|278|0|0|23|0|23|232
PCT7862|ED|923|308|308|0|0|47|0|24|237
PCT7862|MV|923|294|294|0|0|33|0|26|235
PCT7863|ED|939|317|317|0|0|42|0|23|252
PCT7863|MV|939|240|240|0|0|30|0|26|184
PCT7864|ED|815|257|257|0|0|44|0|23|190
PCT7864|MV|815|213|213|0|0|17|0|23|173
PCT7865|ED|853|254|254|0|0|43|0|25|186
PCT7865|MV|853|267|267|0|0|37|0|27|203
PCT7866|ED|831|225|225|0|0|27|0|32|166
PCT7866|MV|831|317|317|0|0|29|0|49|239
PCT7867|ED|946|282|282|0|0|37|0|30|215
PCT7867|MV|946|284|284|0|0|23|0|25|236
PCT7868|ED|901|281|281|0|0|46|0|26|209
PCT7868|MV|901|283|283|0|0|27|0|30|226
PCT7869|ED|874|284|284|0|0|45|1|30|208
PCT7869|MV|874|268|268|0|0|27|0|19|222
PCT7871|ED|909|255|255|0|0|31|0|19|205
PCT7871|MV|909|296|296|0|0|28|0|11|257
PCT7872|ED|902|296|296|0|0|36|0|31|229
PCT7872|MV|902|300|300|0|0|36|0|27|237
PCT7873|ED|874|268|268|0|0|48|0|18|202
PCT7873|MV|874|290|290|0|0|26|0|25|239
PCT7874|ED|482|157|157|0|0|30|0|15|112
PCT7874|MV|482|142|142|0|0|17|0|6|119
PCT7875|ED|628|175|175|0|0|34|0|23|118
PCT7875|MV|628|187|187|0|0|21|0|26|140
PCT7901|ED|1286|306|306|0|0|75|0|30|201
PCT7901|MV|1286|284|284|0|0|48|1|27|208
PCT7902|ED|1064|271|271|0|0|56|0|24|191
PCT7902|MV|1064|228|228|0|0|31|0|26|171
PCT7903|ED|929|209|209|0|0|53|0|22|134
PCT7903|MV|929|202|202|0|0|30|1|26|145
PCT7904|ED|926|195|195|0|0|37|0|19|139
PCT7904|MV|926|227|227|0|0|28|0|30|169
PCT7905|ED|851|276|276|0|0|51|0|23|202
PCT7905|MV|851|243|243|0|0|25|0|32|186
PCT7906|ED|854|260|260|0|0|47|0|23|190
PCT7906|MV|854|184|184|0|0|21|0|11|152
PCT7907|ED|991|320|320|0|0|73|0|23|224
PCT7907|MV|991|229|229|0|0|29|0|15|185
PCT7908|ED|1008|271|271|0|0|65|0|23|183
PCT7908|MV|1008|254|254|0|0|30|0|28|196
PCT7909|ED|787|251|251|0|0|40|0|16|195
PCT7909|MV|787|169|169|0|0|27|0|13|129
PCT7911|ED|907|251|251|0|0|51|0|23|177
PCT7911|MV|907|217|217|0|0|24|0|23|170
PCT7912|ED|1090|303|303|0|0|71|0|22|210
PCT7912|MV|1090|260|260|0|0|45|0|22|193
PCT7913|ED|964|330|330|0|0|69|0|36|225
PCT7913|MV|964|226|226|0|0|22|0|19|185
PCT7914|ED|895|271|271|0|0|52|0|20|199
PCT7914|MV|895|212|212|0|0|40|0|17|155
PCT7915|ED|892|298|298|0|0|59|0|27|212
PCT7915|MV|892|166|166|0|0|20|0|16|130
PCT7916|ED|953|274|274|0|0|53|0|23|198
PCT7916|MV|953|239|239|0|0|35|0|21|183
PCT7917|ED|1073|334|334|0|0|86|1|31|216
PCT7917|MV|1073|228|228|0|0|30|0|25|173
PCT7918|ED|860|280|280|0|0|60|1|17|202
PCT7918|MV|860|188|188|0|0|26|0|23|139
PCT7919|ED|928|311|311|0|0|74|0|23|214
PCT7919|MV|928|218|218|0|0|25|0|17|176
PCT7921|ED|970|254|254|0|0|49|0|27|178
PCT7921|MV|970|188|188|0|0|22|0|27|139
PCT7922|ED|884|272|272|0|0|59|0|16|197
PCT7922|MV|884|198|198|0|0|20|0|17|161
PCT7923|ED|930|311|311|0|0|58|0|29|224
PCT7923|MV|930|190|190|0|0|19|0|18|153
PCT7924|ED|883|248|248|0|0|55|0|25|168
PCT7924|MV|883|193|193|0|0|19|0|30|144
PCT7925|ED|591|172|172|0|0|26|0|18|128
PCT7925|MV|591|151|151|0|0|23|0|15|113
PCT7926|ED|820|236|236|0|0|47|0|13|176
PCT7926|MV|820|223|223|0|0|26|0|22|175
PCT7927|ED|782|264|264|0|0|53|0|20|191
PCT7927|MV|782|229|229|0|0|37|0|20|172
PCT7928|ED|976|293|293|0|0|62|0|20|211
PCT7928|MV|976|268|268|0|0|26|0|20|222
PCT7929|ED|871|273|273|0|0|52|0|22|199
PCT7929|MV|871|288|288|0|0|24|0|16|248
PCT7931|ED|765|230|230|0|0|40|0|9|181
PCT7931|MV|765|248|248|0|0|22|0|16|210
PCT7932|ED|557|150|150|0|0|33|0|12|105
PCT7932|MV|557|168|168|0|0|21|0|13|134
PCT7933|ED|8|0|0|0|0|0|0|0|0
PCT7933|MV|8|7|7|0|0|1|0|1|5
PCT7934|ED|888|280|280|0|0|68|3|19|190
PCT7934|MV|888|261|261|0|0|28|0|19|214
PCT7935|ED|949|314|314|0|0|49|0|17|248
PCT7935|MV|949|267|267|0|0|31|0|24|212
PCT7936|ED|876|316|316|0|0|48|0|34|234
PCT7936|MV|876|244|244|0|0|26|0|16|202
PCT7937|ED|909|312|312|0|0|78|0|17|217
PCT7937|MV|909|236|236|0|0|25|0|14|197
PCT7938|ED|808|251|251|0|0|63|1|25|162
PCT7938|MV|808|180|180|0|0|31|0|8|141
PCT7939|ED|674|244|244|0|0|56|0|12|176
PCT7939|MV|674|174|174|0|0|18|0|10|146
PCT7941|ED|790|218|218|0|0|39|0|21|158
PCT7941|MV|790|185|185|0|0|20|0|18|147
PCT7942|ED|950|267|267|0|0|70|1|35|161
PCT7942|MV|950|246|246|0|0|38|0|20|188
PCT7943|ED|938|281|281|0|0|55|0|40|186
PCT7943|MV|938|258|258|0|0|19|0|32|207
PCT7944|ED|830|269|269|0|0|54|0|23|192
PCT7944|MV|830|169|169|0|0|19|0|20|130
PCT7945|ED|926|161|161|0|0|32|0|24|105
PCT7945|MV|926|248|248|0|0|29|0|28|191
PCT7946|ED|976|208|208|0|0|43|0|32|133
PCT7946|MV|976|268|268|0|0|38|0|48|182
PCT7947|ED|964|208|208|0|0|42|0|38|128
PCT7947|MV|964|259|259|0|0|32|0|48|179
PCT7948|ED|933|243|243|0|0|57|0|38|148
PCT7948|MV|933|269|269|0|0|34|0|48|187
PCT7949|ED|594|114|114|0|0|29|0|25|60
PCT7949|MV|594|165|165|0|0|16|0|29|120
PCT7951|ED|841|159|159|0|0|30|0|27|102
PCT7951|MV|841|247|247|0|0|31|1|46|169
PCT7952|ED|865|183|183|0|0|31|0|38|114
PCT7952|MV|865|238|238|0|0|36|0|44|158
PCT7953|ED|853|182|182|0|0|33|0|22|127
PCT7953|MV|853|255|255|0|0|29|0|42|184
PCT7955|ED|899|189|189|0|0|37|1|21|130
PCT7955|MV|899|249|249|0|0|29|0|45|175
PCT7956|ED|779|163|163|0|0|35|0|32|96
PCT7956|MV|779|203|203|0|0|21|0|37|145
PCT7957|ED|664|158|158|0|0|30|0|21|107
PCT7957|MV|664|181|181|0|0|23|0|25|133
PCT7958|ED|291|0|0|0|0|0|0|0|0
PCT7958|MV|291|102|102|0|0|9|0|13|80
BART7|TO|37483|16975|16975|0|0|2457|8|2448|12062
BART8|TO|39668|20469|20469|0|0|2979|4|3297|14189
BART9|TO|221787|120607|120607|0|0|18103|32|12726|89746
SUPV1|TO|150|72|72|0|0|10|0|3|59
SUPV2|TO|6954|4103|4103|0|0|596|2|767|2738
SUPV3|TO|41720|21788|21788|0|0|3308|2|3231|15247
SUPV5|TO|42428|23079|23079|0|0|3684|6|2179|17210
SUPV6|TO|44187|20148|20148|0|0|2986|8|2867|14287
SUPV7|TO|7919|4767|4767|0|0|600|0|699|3468
SUPV8|TO|58958|36373|36373|0|0|4781|4|3054|28534
SUPV9|TO|44492|23663|23663|0|0|3963|11|2437|17252
SUPV10|TO|41546|18708|18708|0|0|2733|8|2361|13606
SUPV11|TO|10584|5350|5350|0|0|878|3|873|3596
NEIG11|TO|10150|5936|5936|0|0|877|2|1032|4025
NEIG12|TO|32602|17374|17374|0|0|2905|6|1597|12866
NEIG13|TO|17417|10783|10783|0|0|1387|1|1001|8394
NEIG14|TO|8984|5423|5423|0|0|845|3|396|4179
NEIG15|TO|7278|4031|4031|0|0|583|1|660|2787
NEIG16|TO|15803|8669|8669|0|0|1252|2|939|6476
NEIG19|TO|9676|5518|5518|0|0|863|3|536|4116
NEIG1|TO|20174|8249|8249|0|0|1215|6|1081|5947
NEIG20|TO|24256|11426|11426|0|0|1644|2|1754|8026
NEIG22|TO|19244|12262|12262|0|0|1545|0|818|9899
NEIG23|TO|8309|3426|3426|0|0|498|1|571|2356
NEIG24|TO|7342|4449|4449|0|0|558|0|669|3222
NEIG25|TO|23911|12611|12611|0|0|2054|5|1213|9339
NEIG26|TO|9418|4505|4505|0|0|710|2|760|3033
NEIG2|TO|18222|9352|9352|0|0|1509|0|1396|6447
NEIG3|TO|30970|14398|14398|0|0|2170|6|1935|10287
NEIG4|TO|7147|4398|4398|0|0|521|0|439|3438
NEIG5|TO|10584|5350|5350|0|0|878|3|873|3596
NEIG6|TO|15551|8763|8763|0|0|1361|1|696|6705
NEIG8|TO|1900|1128|1128|0|0|164|0|105|859
